DATETIME,LON,LAT,DEP,MW,SRC
1997-08-23 00:13:00,148.200,-34.630,3.6,3.17,Allen (2012)
1998-02-14 18:23:00,148.700,-35.380,8.5,3.79,Allen (2012)
1998-03-09 12:41:00,150.060,-32.170,3.7,3.34,Allen (2012)
1998-04-04 09:55:00,146.120,-38.710,16.2,3.42,Allen (2012)
1998-07-17 01:22:00,148.010,-36.440,20.3,3.93,Allen (2012)
1998-11-07 22:42:00,148.890,-35.140,6.7,3.04,Allen (2012)
1998-12-31 06:11:00,149.150,-35.780,4.4,3.21,Allen (2012)
1999-01-13 09:40:00,146.320,-38.100,12.3,3.54,Allen (2012)
1999-03-14 00:13:00,147.070,-34.010,12.2,3.87,Allen (2012)
1999-03-17 01:58:00,150.750,-34.250,5.3,4.34,Allen (2012)
1999-04-16 10:51:00,145.980,-37.410,3.6,3.20,Allen (2012)
1999-04-16 11:08:00,145.970,-37.420,3.7,2.95,Allen (2012)
1999-07-13 01:42:00,148.980,-34.290,3.7,3.21,Allen (2012)
1999-08-19 17:10:00,144.990,-37.500,3.8,2.81,Allen (2012)
1999-09-27 09:29:00,149.160,-34.750,3.6,2.81,Allen (2012)
2000-03-16 13:26:00,146.100,-37.500,8.4,3.54,Allen (2012)
2000-06-11 18:40:00,146.300,-38.430,16.6,2.90,Allen (2012)
2000-06-22 18:13:00,144.860,-36.820,5.7,3.27,Allen (2012)
2000-07-24 07:47:00,145.270,-37.960,19.5,3.13,Allen (2012)
2000-08-03 11:29:00,145.990,-38.750,16.2,3.24,Allen (2012)
2000-08-29 10:20:00,146.240,-38.390,14.6,3.04,Allen (2012)
2000-08-29 12:05:00,146.250,-38.400,15.1,4.15,Allen (2012)
2001-01-05 16:04:00,146.010,-38.260,8.0,2.92,Allen (2012)
2001-08-21 23:13:00,145.450,-38.180,5.0,3.66,Allen (2012)
2001-10-13 04:42:00,147.690,-36.800,11.6,3.42,Allen (2012)
2001-10-27 07:58:00,143.390,-35.500,9.0,4.19,Allen (2012)
2001-11-23 03:33:00,148.390,-33.870,4.0,3.58,Allen (2012)
2002-02-14 13:27:00,150.740,-34.520,5.0,3.50,Allen (2012)
2002-08-22 21:23:00,148.350,-33.870,3.0,3.65,Allen (2012)
2002-09-24 07:42:00,146.080,-38.670,3.4,3.67,Allen (2012)
2002-09-24 13:39:00,146.100,-38.660,5.0,3.40,Allen (2012)
2003-12-11 10:19:00,150.440,-34.490,13.3,3.81,Allen (2012)
2004-02-28 11:32:00,147.680,-35.000,12.3,3.46,Allen (2012)
2007-03-08 02:34:00,145.740,-37.900,9.7,3.66,Allen (2012)
2009-01-12 08:48:00,145.870,-38.420,10.0,3.54,Allen (2012)
2009-03-06 09:55:36,145.857,-38.412,17.3,4.42,Allen (2012)
2009-03-09 06:39:00,145.859,-38.397,7.6,3.33,Allen (2012)
2009-03-18 05:28:18,145.870,-38.420,10.0,4.33,Allen (2012)
2009-03-18 08:57:00,145.869,-38.395,8.8,3.04,Allen (2012)
2011-04-16 05:31:18,147.764,-20.085,7.0,5.30,Allen (2012)
2011-04-16 07:06:55,147.679,-20.170,7.0,4.26,Allen (2012)
2009-03-06 09:55:36,145.870,-38.420,16.0,4.45,Herrmann (2009)
2009-03-18 05:28:18,145.860,-38.400,6.0,4.42,Herrmann (2009)
2003-12-11 10:19:00,150.440,-34.490,13.3,3.80,Somerville et al.(2009)
2011-04-16 05:31:18,147.764,-20.085,7.0,5.00,Herrmann (2011)
2001-09-30 04:02:00,117.045,-30.501,0.1,3.51,Allen et al. (2006)
2001-10-01 04:52:00,117.049,-30.525,0.4,3.67,Allen et al. (2006)
2001-10-01 05:15:00,117.046,-30.517,0.0,2.83,Allen et al. (2006)
2001-10-01 05:32:00,117.047,-30.534,0.0,2.83,Allen et al. (2006)
2001-10-01 10:35:00,117.045,-30.518,2.0,2.92,Allen et al. (2006)
2001-10-01 13:00:00,117.038,-30.523,0.0,2.58,Allen et al. (2006)
2001-10-01 13:51:00,117.037,-30.524,0.0,2.64,Allen et al. (2006)
2001-10-01 13:52:00,117.085,-30.498,0.4,3.13,Allen et al. (2006)
2001-10-01 16:27:00,117.051,-30.519,0.0,2.57,Allen et al. (2006)
2001-10-02 07:40:00,117.059,-30.510,0.7,2.62,Allen et al. (2006)
2001-10-05 14:55:00,117.056,-30.506,0.8,3.84,Allen et al. (2006)
2001-10-09 15:56:00,117.044,-30.509,-0.4,2.48,Allen et al. (2006)
2001-10-12 10:29:00,117.055,-30.536,0.0,3.24,Allen et al. (2006)
2001-11-01 04:21:00,117.056,-30.535,0.9,2.52,Allen et al. (2006)
2001-11-03 22:01:00,117.044,-30.526,0.0,2.78,Allen et al. (2006)
2001-11-04 23:29:00,117.044,-30.520,-0.2,2.80,Allen et al. (2006)
2001-11-08 01:46:00,117.045,-30.508,1.3,2.59,Allen et al. (2006)
2001-12-25 00:56:00,117.069,-30.531,1.2,4.07,Allen et al. (2006)
2001-12-25 05:03:00,117.059,-30.533,1.7,2.99,Allen et al. (2006)
2001-12-25 05:06:00,117.055,-30.535,0.0,3.72,Allen et al. (2006)
2001-12-25 05:10:00,117.065,-30.527,1.1,3.74,Allen et al. (2006)
2001-12-25 09:31:00,117.035,-30.550,0.0,2.93,Allen et al. (2006)
2001-12-25 11:55:00,117.069,-30.538,0.8,2.96,Allen et al. (2006)
2001-12-26 18:58:00,117.042,-30.520,1.3,3.54,Allen et al. (2006)
2001-12-28 16:31:00,117.068,-30.533,2.4,4.22,Allen et al. (2006)
2001-12-28 22:03:00,117.051,-30.542,0.0,3.68,Allen et al. (2006)
2002-01-10 15:19:00,117.070,-30.533,1.4,3.39,Allen et al. (2006)
2002-01-10 19:17:00,117.069,-30.538,0.8,3.34,Allen et al. (2006)
2002-02-13 00:32:00,117.038,-30.528,2.0,3.29,Allen et al. (2006)
2002-02-24 20:28:00,117.065,-30.505,1.4,3.18,Allen et al. (2006)
2002-02-25 17:37:00,117.072,-30.504,1.5,3.53,Allen et al. (2006)
2002-03-01 18:47:00,117.058,-30.486,0.5,3.41,Allen et al. (2006)
2002-03-05 01:47:00,117.087,-30.477,0.3,4.46,Allen et al. (2006)
2002-03-05 03:29:00,117.075,-30.495,0.4,4.20,Allen et al. (2006)
2002-03-05 12:41:00,117.050,-30.500,1.1,3.27,Allen et al. (2006)
2002-03-22 03:24:00,117.070,-30.507,1.3,3.48,Allen et al. (2006)
2002-03-23 13:16:00,117.065,-30.521,1.7,4.39,Allen et al. (2006)
2002-03-23 14:20:00,117.062,-30.520,1.4,3.49,Allen et al. (2006)
2002-03-24 19:27:00,117.062,-30.516,0.9,3.16,Allen et al. (2006)
2002-03-25 05:44:00,117.068,-30.517,1.6,3.76,Allen et al. (2006)
2002-03-30 21:15:00,117.050,-30.520,0.8,4.60,Allen et al. (2006)
2002-03-30 22:39:00,117.052,-30.522,2.0,3.31,Allen et al. (2006)
2002-04-03 12:06:00,117.051,-30.526,1.9,3.44,Allen et al. (2006)
2002-04-18 14:09:00,117.058,-30.539,1.5,3.21,Allen et al. (2006)
2002-04-18 14:14:00,117.066,-30.537,1.3,3.21,Allen et al. (2006)
2002-04-18 18:02:00,117.060,-30.533,2.4,3.58,Allen et al. (2006)
2002-04-25 16:50:00,117.057,-30.498,0.6,3.39,Allen et al. (2006)
2002-04-25 17:36:00,117.056,-30.494,0.5,3.10,Allen et al. (2006)
2002-04-25 17:47:00,117.049,-30.503,0.9,3.46,Allen et al. (2006)
2002-06-16 02:59:00,117.044,-30.489,0.3,3.33,Allen et al. (2006)
2002-06-17 17:25:00,117.038,-30.522,0.4,3.32,Allen et al. (2006)
2002-06-20 03:54:00,117.044,-30.525,1.6,3.69,Allen et al. (2006)
2002-06-23 11:21:00,117.060,-30.543,0.5,3.62,Allen et al. (2006)
2002-06-30 05:26:00,117.053,-30.502,1.4,3.15,Allen et al. (2006)
2002-07-03 03:30:00,117.063,-30.524,0.3,2.23,Allen et al. (2006)
2002-07-04 01:26:00,117.065,-30.515,1.2,2.25,Allen et al. (2006)
2002-07-04 07:33:00,117.071,-30.556,-0.3,2.41,Allen et al. (2006)
2002-07-05 00:31:00,117.055,-30.529,0.5,2.76,Allen et al. (2006)
2002-07-09 23:46:00,117.056,-30.519,1.6,3.06,Allen et al. (2006)
2002-07-10 02:18:00,117.046,-30.526,1.0,2.86,Allen et al. (2006)
2002-07-11 22:26:00,117.071,-30.534,1.4,2.63,Allen et al. (2006)
2002-07-15 00:58:00,117.043,-30.516,0.4,2.44,Allen et al. (2006)
2002-07-22 19:38:00,117.065,-30.550,2.5,3.33,Allen et al. (2006)
2002-07-23 16:09:00,117.061,-30.519,2.4,3.09,Allen et al. (2006)
2002-07-27 19:08:00,117.068,-30.544,0.7,3.11,Allen et al. (2006)
2002-07-28 03:27:00,117.074,-30.545,2.0,2.42,Allen et al. (2006)
2002-08-06 05:49:00,117.069,-30.556,1.7,3.03,Allen et al. (2006)
2004-11-24 02:42:00,117.472,-30.633,0.0,4.16,Allen et al. (2006)
2005-03-16 01:27:00,117.464,-30.639,2.6,3.55,Allen et al. (2006)
2007-10-09 23:58:00,117.505,-33.946,0.0,4.70,Dawson et al. (2008)
2007-10-09 23:58:00,117.505,-33.946,0.0,4.70,Somerville et al. (2009)
1988-01-22 00:35:00,133.798,-19.865,6.5,6.27,Choy & Bowman (1990)
1988-01-22 03:57:00,133.845,-19.873,6.6,6.44,Choy & Bowman (1990)
1988-01-22 12:04:00,133.856,-19.896,6.3,6.58,Choy & Bowman (1990)
1988-01-22 00:35:00,133.798,-19.865,6.5,6.25,Somerville et al. (2009)
1988-01-22 03:57:00,133.845,-19.873,6.6,6.40,Somerville et al. (2009)
1988-01-22 12:04:00,133.856,-19.896,6.3,6.50,Somerville et al. (2009)
1968-10-14 02:58:00,116.978,-31.522,5.0,6.58,Vogfjörd & Langston (1987)
1968-10-14 02:58:00,116.978,-31.522,5.0,6.60,Somerville et al. (2009)
2009-01-31 08:47:02,117.780,-30.230,0.0,3.78,Herrmann (2009)
2009-03-05 12:53:50,117.770,-30.210,0.0,4.05,Herrmann (2009)
1979-06-02 09:47:00,117.105,-30.818,6.2,6.10,GCMT
1979-07-14 09:40:00,122.755,-18.103,15.0,5.00,GCMT
1986-03-30 08:53:00,132.741,-26.310,5.0,5.70,GCMT
1986-07-11 07:17:00,132.749,-26.182,15.0,5.30,GCMT
1987-01-09 11:27:00,133.786,-19.954,15.0,5.40,GCMT
1988-01-22 00:35:00,133.798,-19.865,6.5,6.20,GCMT
1988-01-22 03:57:00,133.845,-19.873,6.6,6.30,GCMT
1988-01-22 12:04:00,133.856,-19.896,6.3,6.60,GCMT
1988-01-22 20:54:00,133.917,-19.920,3.0,5.30,GCMT
1988-02-06 05:23:00,124.730,-16.601,15.0,5.10,GCMT
1989-10-13 09:59:00,122.407,-17.666,30.8,5.50,GCMT
1997-08-10 09:20:00,124.338,-16.154,20.0,6.20,GCMT
2004-02-11 09:30:00,129.897,-22.562,13.0,4.90,GCMT
2007-02-15 15:38:36,113.276,-25.967,18.0,5.10,Leask (2010)
2007-02-15 15:38:36,113.276,-25.967,18.0,5.00,Young (2011)
2009-01-31 08:47:02,117.816,-30.238,nan,3.88,Ghasemi et al (2016)
2009-01-31 11:55:19,117.864,-30.216,nan,3.81,Ghasemi et al (2016)
2009-03-05 12:53:50,118.037,-30.240,nan,4.10,Ghasemi et al (2016)
2005-09-21 22:46:37,117.368,-30.074,nan,4.06,Ghasemi et al (2016)
2005-09-22 03:52:55,117.424,-30.069,nan,3.96,Ghasemi et al (2016)
2009-06-25 15:16:48,118.015,-30.640,nan,3.80,Ghasemi et al (2016)
2010-04-20 00:17:09,121.770,-30.745,nan,4.16,Ghasemi et al (2016)
2014-02-26 00:00:07,121.187,-30.679,nan,4.32,Ghasemi et al (2016)
2014-10-31 19:15:25,121.232,-30.815,nan,3.88,Ghasemi et al (2016)
2016-05-28 15:30:27,122.396,-32.285,nan,4.71,Ghasemi et al (2016)
2016-05-28 16:38:44,122.396,-32.285,nan,4.81,Ghasemi et al (2016)
2016-06-08 02:01:09,122.487,-32.366,nan,4.08,Ghasemi et al (2016)
2016-07-08 09:40:51,122.326,-32.520,nan,4.97,Ghasemi et al (2016)
2009-01-30 17:33:08,117.861,-30.225,nan,3.74,Ghasemi et al (2016)
2009-02-01 00:42:39,118.297,-30.286,nan,4.07,Ghasemi et al (2016)
2009-02-01 21:57:39,118.315,-30.295,nan,3.65,Ghasemi et al (2016)
2007-10-09 23:58:00,117.525,-33.904,nan,4.81,Ghasemi et al (2016)
2011-12-05 19:10:03,114.777,-21.809,nan,5.28,Ghasemi et al (2016)
2015-10-13 06:54:57,120.897,-22.582,nan,4.08,Ghasemi et al (2016)
2011-07-14 05:51:32,120.501,-20.979,nan,4.27,Ghasemi et al (2016)
2014-09-26 15:38:16,119.534,-20.100,nan,4.02,Ghasemi et al (2016)
2008-07-09 23:45:17,125.298,-26.136,nan,4.62,Ghasemi et al (2016)
2012-11-28 22:35:22,125.943,-27.757,nan,3.89,Ghasemi et al (2016)
2014-05-04 22:37:54,128.589,-23.005,nan,3.91,Ghasemi et al (2016)
2016-05-16 20:13:20,128.602,-22.904,nan,4.15,Ghasemi et al (2016)
2016-05-20 18:14:04,129.884,-25.566,nan,6.09,Ghasemi et al (2016)
2016-05-21 09:08:37,129.887,-25.552,nan,3.77,Ghasemi et al (2016)
2016-05-21 08:46:44,129.808,-25.580,nan,3.80,Ghasemi et al (2016)
2016-05-21 11:08:32,129.773,-25.531,nan,3.98,Ghasemi et al (2016)
2016-08-06 21:16:34,129.806,-25.517,nan,3.80,Ghasemi et al (2016)
2011-02-21 21:59:35,135.488,-21.136,nan,3.97,Ghasemi et al (2016)
2009-09-05 03:00:52,134.000,-19.943,nan,4.03,Ghasemi et al (2016)
2014-09-01 23:01:33,133.872,-19.942,nan,3.90,Ghasemi et al (2016)
2010-11-29 11:16:39,133.773,-19.980,nan,4.09,Ghasemi et al (2016)
2013-07-18 11:39:11,133.953,-19.777,nan,3.98,Ghasemi et al (2016)
2015-11-03 01:07:44,133.938,-19.784,nan,3.96,Ghasemi et al (2016)
2016-04-28 16:52:44,133.888,-19.770,nan,3.75,Ghasemi et al (2016)
2012-03-23 09:25:17,132.181,-26.151,nan,5.18,Ghasemi et al (2016)
2013-06-09 14:22:12,131.976,-25.966,nan,5.38,Ghasemi et al (2016)
2011-04-16 05:31:18,147.676,-20.005,nan,5.08,Ghasemi et al (2016)
2011-09-17 16:28:27,147.760,-20.187,nan,3.86,Ghasemi et al (2016)
2011-04-16 07:06:55,147.596,-20.340,nan,3.95,Ghasemi et al (2016)
2015-02-15 15:57:10,151.374,-25.219,nan,4.76,Ghasemi et al (2016)
2012-06-08 11:31:00,150.413,-30.759,nan,3.99,Ghasemi et al (2016)
2012-06-08 11:32:39,150.400,-30.748,nan,4.09,Ghasemi et al (2016)
2009-03-06 09:55:36,145.618,-38.353,nan,4.36,Ghasemi et al (2016)
2009-03-18 05:28:18,145.790,-38.294,nan,4.38,Ghasemi et al (2016)
2011-07-05 01:32:12,145.816,-38.391,nan,4.10,Ghasemi et al (2016)
2012-06-19 10:53:29,146.200,-38.304,nan,5.0,Allen (2018; in prep)
2012-07-20 09:11:31,146.164,-38.282,nan,4.37,Ghasemi et al (2016)
2014-04-29 09:54:56,139.541,-32.796,nan,4.12,Ghasemi et al (2016)
2009-01-26 00:29:18,139.057,-32.625,nan,3.90,Ghasemi et al (2016)
2010-10-10 02:30:18,139.891,-32.703,nan,4.06,Ghasemi et al (2016)
2011-09-04 11:15:10,138.694,-32.896,nan,4.18,Ghasemi et al (2016)
2010-07-30 21:29:22,138.045,-32.112,nan,3.78,Ghasemi et al (2016)
2011-10-15 10:38:11,138.791,-32.129,nan,4.07,Ghasemi et al (2016)
2016-11-06 09:54:32,128.002,-19.102,nan,4.48,Ghasemi et al (2016)
