RunAuth,Type,Ind,Ass,Year,Month,Day,Hour,Minute,Second,STCode,STCorr,LongitudeE,LatitudeS,Depth,ZCode,Mx,Mval,HDPlace
ISC,local,1,Preferred,1987,7,29,16,39,19.6,UTC,0,120.128,42.2,10,,mb,5.4,Southern Ocean
MGO,local,1,Preferred,1987,7,30,21,58,59,AWST,8,124.91,36.78,5, ,ML,3.7,SE of Esperance; WA; Southern Ocean
CAN,local,1,Preferred,1987,8,2,15,31,40.2,AEST,10,150.14,33.45,14, ,MD,2.5,Lithgow; NSW
CAN,local,2,Preferred,1987,8,11,10,45,45.9,AEST,10,149.21,34.37,11, ,MD,2.8,S of Blanket Flat; NSW
CAN,local,1,Preferred,1987,8,17,1,36,21,AEST,10,149,38.3,, ,MD,2.8,Off Cape Conran; Tasman Sea
ADE,local,1,Preferred,1987,8,18,5,19,30.9,ACST,9.5,138.469,33.399,18.75, ,ML,2.5,Georgetown; SA
BMR,local,0,Preferred,1987,8,18,19,55,22.7,ACST,9.5,133.935,19.755,6, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1987,8,18,23,48,35.6,ACST,9.5,133.997,19.829,2, ,ML,2.9,Tennant Creek; NT
BMR,local,1,Probable,1987,8,19,3,25,25.7,ACST,9.5,138.515,30.239,11, ,ML,3.2,Lyndhurst; SA
BMR,local,1,Preferred,1987,8,19,16,21,5.6,AWST,8,128.619,24.455,0, ,ML,3.4,N of Giles; WA
ADE,local,1,Preferred,1987,8,21,6,58,20.62,ACST,9.5,138.692,32.343,12.36, ,ML,2.5,NE of Carrieton; SA
MGO,local,1,Preferred,1987,8,21,9,39,39.8,AWST,8,122.37,32.66,5, ,ML,3.1,75 km SE of Norseman; WA
BMR,local,0,Preferred,1987,8,21,15,34,35.5,AEST,10,149.234,34.614,1, ,ML,2.6,N of Dalton; NSW
MGO,local,1,Preferred,1987,8,22,15,19,50.9,AWST,8,117.79,30.74,5, ,ML,2.8,10 km NW of Bencubbin; WA
BMR,local,1,Preferred,1987,8,26,1,38,33.9,AEST,10,151.168,32.732,0, ,MD,3.3,Cessnock; NSW
MGO,local,0,Preferred,1987,8,26,22,31,49,AWST,8,120.24,21.39,5,N,ML,3.3,Marble Bar; WA
BMR,local,0,Preferred,1987,8,28,16,32,10.4,ACST,9.5,133.989,19.786,8, ,ML,3.3,Tennant Creek; NT
BMR,local,1,Preferred,1987,8,30,14,23,42.9,AWST,8,128.679,16.739,14, ,ML,4.3,S of Lake Argyle; WA
MGO,local,1,Preferred,1987,8,30,20,0,58,AWST,8,128.42,37.41,5,,ML,3.1,S of Eucla; WA; Southern Ocean
AUST,local,0,Preferred,1987,9,3,1,36,37.4,ACST,9.5,134,19.8,2,,MD,3.3,Tennant Creek; NT
BMR,local,1,Preferred,1987,9,4,7,15,35.9,AEST,10,152.585,32.088,0, ,ML,3.4,Off Forster; NSW
AUST,local,0,Preferred,1987,9,10,21,54,34.9,ACST,9.5,134,19.8,2,,MD,3,Tennant Creek; NT
MGO,local,1,Preferred,1987,9,10,23,50,45,AWST,8,116.66,31.42,5,N,ML,2.6,20 km SW of Goomalling; WA
MEL,local,1,Preferred,1987,9,15,2,37,56.39,AEST,10,145.929,37.496,5.54, ,ML,2.9,Lake Mountain; Vic
AUST,local,0,Preferred,1987,9,17,20,16,51.3,ACST,9.5,134,19.8,2,,MD,3,Tennant Creek; NT
MGO,local,1,Preferred,1987,9,18,0,41,31,AWST,8,119.22,16.76,5,N,ML,4,50 km N of Rowley Shoals; WA
ADE,local,1,Preferred,1987,9,18,17,41,44.67,ACST,9.5,137.184,35.603,38, ,ML,2.5,Hummocky Point; SA
MGO,local,1,Preferred,1987,9,23,2,29,31,AWST,8,123.38,17.65,5,N,ML,3.2,E of Broome; WA
BMR,local,0,Preferred,1987,9,24,10,39,58.6,ACST,9.5,133.863,19.776,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1987,9,24,11,11,26.4,ACST,9.5,133.978,19.826,2, ,ML,3.4,Tennant Creek; NT
AUST,local,0,Preferred,1987,9,24,14,4,53,ACST,9.5,134,19.8,2,,MD,3.2,Tennant Creek; NT
AUST,local,0,Preferred,1987,9,24,15,53,6.3,ACST,9.5,134,19.8,2,,MD,3.2,Tennant Creek; NT
MGO,local,1,Possible,1987,9,24,15,53,19.5,AWST,8,120.24,21.33,5,N,ML,3,Nullagine; WA
BMR,local,0,Preferred,1987,9,24,16,5,51.3,ACST,9.5,134.014,19.862,2, ,ML,2.9,Tennant Creek; NT
MGO,local,1,Preferred,1987,9,24,20,46,51,AWST,8,115.65,19.67,5,N,ML,4,Monte Bello Is; WA
MGO,local,1,Preferred,1987,9,25,8,27,19.2,AWST,8,117.83,30.73,5, ,ML,2.5,8 km NNW of Bencubbin; WA
MGO,local,1,Preferred,1987,9,25,9,18,30.5,AWST,8,117.88,30.69,5,,ML,2.8,12 km N of Bencubbin; WA
BMR,local,1,Preferred,1987,9,26,4,37,21.4,ACST,9.5,130.23,19.5,5, ,ML,3,NE of Tanami; NT
MGO,local,0,Preferred,1987,9,26,14,54,17.6,AWST,8,117.16,30.74,2, ,ML,2.5,4 km NE of Cadoux; WA
BMR,local,1,Preferred,1987,9,27,16,1,26.3,AEST,10,147.825,19.304,9, ,ML,4.6,Off Ayr; Qld
ISC,local,1,Preferred,1987,9,28,15,0,51.3,AWST,8,121.189,13.252,33,N,mb,4,N of Scott Reef; WA
GSQ,local,1,Preferred,1987,9,28,19,37,38.36,AEST,10,150.641,29.394,0,C,ML,3.4,NW of Inverell; NSW
AUST,local,0,Preferred,1987,9,30,2,31,14.4,ACST,9.5,134,19.8,2,,MD,3.5,Tennant Creek; NT
ADE,local,1,Preferred,1987,10,1,0,13,21.63,ACST,9.5,139.196,33.457,15.8, ,ML,3,Peterborough; SA
CAN,local,1,Possible,1987,10,2,8,59,40,AEST,10,154,38.7,, ,MD,3.5,East of Mallacoota; Tasman Sea
MGO,local,2,Preferred,1987,10,9,3,58,48.9,AWST,8,121.262,30.913,16,,ML,4.5,11 km NE of Coolgardie; WA
ADE,local,1,Preferred,1987,10,10,19,51,31.87,ACST,9.5,138.347,32.309,15.29, ,ML,2.5,E of Quorn; SA
MGO,local,1,Preferred,1987,10,12,4,53,15,AWST,8,118.47,34.91,5, ,ML,3.2,50 km E of Albany; WA
MGO,local,1,Preferred,1987,10,16,10,55,32,UTC,0,112.17,38.76,5, ,ML,3.3,SW of Cape Leeuwin; WA; Indian Ocean
MGO,local,1,Preferred,1987,10,16,11,19,38,AWST,8,112.56,25.76,5,N,ML,4.7,Denham; WA
CAN,local,2,Preferred,1987,10,19,6,29,45.1,AEST,10,149.34,34.9,5, ,MD,2.6,Collector; NSW
MGO,local,1,Preferred,1987,10,21,2,33,21,AWST,8,112.84,26.36,5,N,ML,3.8,Denham; WA
MGO,local,0,Preferred,1987,10,21,18,32,54.8,AWST,8,121.294,30.939,5,,ML,3.3,13 km E of Coolgardie; WA
MGO,local,0,Preferred,1987,10,22,21,13,44,AWST,8,121.252,30.935,5,,ML,3.6,10 km E of Coolgardie; WA
MGO,local,1,Preferred,1987,10,25,22,42,35,AWST,8,119.22,18.17,5,N,ML,3.7,Off Port Hedland; WA
GSQ,local,2,Preferred,1987,10,31,6,2,50.2,AEST,10,152.841,23.828,10, ,ML,3.5,Lady Elliott Island; Qld
MGO,local,1,Preferred,1987,11,1,15,27,40,AWST,8,126.6,22.08,5, ,ML,3.6,SE of Tobin Lake; WA
MGO,local,0,Preferred,1987,11,1,18,10,11.1,AWST,8,117.18,30.72,5, ,ML,2.6,7 km NE of Cadoux; WA
MGO,local,1,Preferred,1987,11,2,10,18,14.4,AWST,8,121.469,30.764,5,,ML,2.9,2 km S of Kalgoorlie; WA
AUST,local,1,Preferred,1987,11,2,21,11,19.5,ACST,9.5,137.17,23.15,9,,ML,3,Simpson Desert; NT
GSQ,local,1,Possible,1987,11,4,19,33,24.1,AEST,10,150.611,24.708,9.5, ,ML,2.9,Biloela; Qld
ISC,local,2,Preferred,1987,11,6,13,36,33.6,AWST,8,122.966,13.388,10,N,ML,4.5,Cartier Island; WA
ISC,local,0,Preferred,1987,11,7,3,59,11.9,AWST,8,122.875,13.147,10,N,ML,3.8,Cartier Island; WA
GSQ,local,1,Preferred,1987,11,10,11,47,16.7,AEDT,11,150.978,29.739,10, ,ML,2.6,Inverell; NSW
MEL,local,2,Preferred,1987,11,11,0,52,56.31,AEDT,11,149.211,37.622,11.25, ,ML,3.1,Point Hicks; Vic
CAN,local,0,Preferred,1987,11,11,8,11,22,AEDT,11,149.27,37.69,, ,MD,2.6,Cann River; Vic
MGO,local,1,Preferred,1987,11,15,11,29,33,AWST,8,115.05,29.62,5,N,ML,2.5,32 km NW of Eneabba; WA
MGO,local,1,Preferred,1987,11,15,12,27,13,AWST,8,122.22,32.51,5, ,ML,3.1,50 km SE of Norseman; WA
MGO,local,1,Preferred,1987,11,15,12,37,56.9,AWST,8,114,23.31,5,N,ML,3.1,Minilya; WA
MGO,local,0,Preferred,1987,11,17,20,57,4.6,AWST,8,117.11,30.81,4, ,ML,2.6,5 km SW of Cadoux; WA
MGO,local,1,Preferred,1987,11,18,9,37,19.7,AWST,8,120.18,21.28,11, ,ML,3.8,N of Nullagine; WA
MGO,local,2,Preferred,1987,11,19,18,0,16.9,AWST,8,120.15,21.3,25, ,ML,4.1,Marble Bar; WA
MGO,local,0,Preferred,1987,11,20,4,54,58.9,AWST,8,120.15,21.3,5,N,ML,3.5,Marble Bar; WA
CAN,local,1,Preferred,1987,11,22,15,11,49.5,AEDT,11,149.54,34.33,18, ,MD,2.5,Golspie; NSW
ADE,local,1,Preferred,1987,11,30,19,54,28,ACDT,10.5,138.982,31.219,24.81, ,ML,2.6,Wirrealpa HS; SA
ISC,local,1,Preferred,1987,12,4,13,15,53.5,AWST,8,120.624,17.655,10,N,ML,5,E of Rowley Shoals; WA
MGO,local,1,Preferred,1987,12,6,22,37,36,UTC,0,110.89,31.82,5, ,ML,3.4,Off Perth; WA; Indian Ocean
MEL,local,1,Preferred,1987,12,7,10,54,36.75,AEDT,11,149.325,37.921,12.32, ,ML,2.9,Point Hicks; Vic
MEL,local,1,Preferred,1987,12,8,14,43,24.41,AEDT,11,140.775,41.032,36,G,ML,3.1,Southern Ocean
MGO,local,1,Preferred,1987,12,12,12,6,56,AWST,8,119.57,16.94,5,N,ML,3.3,Rowley Shoals; WA
MGO,local,1,Preferred,1987,12,12,14,49,26.2,AWST,8,116.68,31.03,2, ,ML,2.7,14 km SSW of Wongan Hills; WA
MGO,local,1,Preferred,1987,12,13,15,29,3,AWST,8,126.27,29.61,5, ,ML,3.5,Great Victoria Desert; WA
ISC,local,1,Preferred,1987,12,16,4,55,6.62,AEST,10,142.8006,24.8642,10,G,mL,4.2,64 km NNE of Windorah; Qld
MGO,local,1,Preferred,1987,12,18,17,55,49.4,AWST,8,117.5,31.2,3, ,ML,3.4,12 km E of Wyalkatchem; WA
ISC,local,1,Preferred,1987,12,19,1,43,27.2,AWST,8,117.654,31.116,21,,ML,2.6,Wyalkatchem; WA
MEL,local,1,Preferred,1987,12,20,8,2,16.64,AEDT,11,145.583,38.41,16.2, ,ML,3.5,Almurta; Vic
MGO,local,1,Preferred,1987,12,20,12,11,48.8,AWST,8,121.083,30.483,5,,ML,3.8,47 km NW of Kalgoorlie; WA
MGO,local,1,Preferred,1987,12,21,21,53,56.9,AWST,8,117.51,31.18,4, ,ML,3.2,13 km E of Wyalkatchem; WA
ADE,local,2,Preferred,1987,12,22,12,2,19.04,ACDT,10.5,138.073,32.706,12.46, ,ML,3,Wilmington; SA
GG,local,2,Preferred,1987,12,22,15,6,31.4,AEDT,11,141.479,36.158,15.7,D,ML,4.9,5 km SE of Yanac; Vic
MEL,local,0,Preferred,1987,12,22,18,25,42.4,AEDT,11,141.462,36.075,17.17, ,ML,3.2,Yanac; Vic
CAN,local,1,Preferred,1987,12,23,2,5,28,AEDT,11,148.54,35.85,21, ,MD,2.7,Kiandra; NSW
MEL,local,0,Preferred,1987,12,23,5,43,53.16,AEDT,11,141.479,36.148,8.48, ,ML,3,Yanac; Vic
CAN,local,0,Preferred,1987,12,25,1,10,55.2,AEDT,11,149.14,34.75,9, ,MD,2.5,Gunning; NSW
ADE,local,1,Preferred,1987,12,25,17,1,40.42,ACDT,10.5,138.749,31.767,21.18, ,ML,2.7,SE of Wilpena Pound; SA
ISC,local,1,Preferred,1987,12,25,19,36,19.9,AWST,8,120.652,16.326,10,N,ML,4.6,Rowley Shoals; WA
GSQ,local,1,Preferred,1987,12,27,7,16,43.9,AEST,10,153.673,24.111,10,D,ML,3.2,Off Fraser Island; Qld
MGO,local,1,Preferred,1987,12,27,8,7,7,AWST,8,114.38,23.76,5,N,ML,3.5,Minilya; WA
MGO,local,1,Preferred,1987,12,28,23,12,59,AWST,8,117.51,31.18,4, ,ML,2.5,13 km E of Wyalkatchem; WA
MGO,local,2,Preferred,1988,1,1,9,1,15.8,AWST,8,117.77,30.76,5,,ML,3.8,7 km NW of Bencubbin; WA
MGO,local,0,Preferred,1988,1,1,11,29,46.3,AWST,8,117.77,30.76,5, ,ML,2.7,7 km NW of Bencubbin; WA
CAN,local,1,Preferred,1988,1,1,18,36,29.3,AEDT,11,148.75,34.28,13, ,MD,2.5,Frogmore; NSW
CAN,local,0,Preferred,1988,1,5,13,23,40,AEDT,11,149.27,34.68,22, ,MD,2.7,N of Gunning; NSW
MGO,local,0,Preferred,1988,1,5,23,27,40.6,AWST,8,117.5,31.2,5, ,ML,2.8,12 km E of Wyalkatchem; WA
ADE,local,1,Preferred,1988,1,6,1,29,21.61,ACDT,10.5,138.029,32.696,15.55, ,ML,2.9,Wilmington; SA
MGO,local,2,Preferred,1988,1,6,3,42,8,AWST,8,117.5,31.2,2, ,ML,4.3,12 km E of Wyalkatchem; WA
MGO,local,0,Preferred,1988,1,6,3,55,11.8,AWST,8,117.5,31.2,5, ,ML,2.9,12 km E of Wyalkatchem; WA
MGO,local,1,Preferred,1988,1,6,6,56,3,AWST,8,128.46,17.04,5, ,ML,2.7,Turkey Creek; WA
ADE,local,2,Preferred,1988,1,6,8,53,23.66,ACDT,10.5,138.199,32.83,18.95, ,ML,2.5,Melrose; SA
ADE,local,2,Preferred,1988,1,7,1,13,41,ACDT,10.5,138.757,33.701,21.64, ,ML,3,W of Burra; SA
ADE,local,0,Preferred,1988,1,7,1,15,17.14,ACDT,10.5,139.051,33.695,4.23, ,ML,2.6,Burra; SA
MEL,local,1,Preferred,1988,1,9,8,6,36.23,AEDT,11,146.655,38.387,11.88, ,ML,2.6,Carrajung; Vic
MGO,local,1,Preferred,1988,1,9,16,13,20,AWST,8,126.69,17.67,5, ,ML,3.1,Ord River HS; WA
MGO,local,2,Preferred,1988,1,10,5,37,44,AWST,8,117.83,30.75,5, ,ML,3,7 km NNW of Bencubbin; WA
MGO,local,0,Preferred,1988,1,11,20,56,10.5,AWST,8,117.83,30.75,5, ,ML,2.6,7 km NNW of Bencubbin; WA
BMR,local,1,Preferred,1988,1,15,10,25,9.5,AEDT,11,148.912,29.723,5,G,ML,3.2,SE of Collarenebri; NSW
BRS,local,2,Preferred,1988,1,17,10,46,10.49,AEST,10,155.496,27.362,8,G,ML,2.9,Off Gold Coast; Qld
BRS,local,0,Preferred,1988,1,17,15,32,24.34,AEST,10,155.527,27.447,8,G,ML,2.9,Off Gold Coast; Qld
MGO,local,1,Preferred,1988,1,18,3,2,42,AWST,8,122.22,32.51,5, ,ML,2.8,WA
MGO,local,1,Preferred,1988,1,20,17,40,8,AWST,8,116.37,18,5,N,ML,3.6,SW of Rowley Shoals; WA
EHB,local,0,Preferred,1988,1,22,0,35,59.64,ACST,9.5,133.795,19.866,5,B,Mw,6.3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,1,0,35.5,ACST,9.5,133.903,19.8,3, ,ML,4.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,1,6,0.4,ACST,9.5,134,19.8,0, ,ML,4.1,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,1,10,14.5,ACST,9.5,133.645,18.975,5,N,mb,4.3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,1,19,6.3,ACST,9.5,134,19.8,0, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,1,24,8.5,ACST,9.5,134,19.8,0, ,ML,3.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,1,34,1.9,ACST,9.5,134,19.8,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,3,47,4,ACST,9.5,134,19.8,0, ,ML,3.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,3,52,4.7,ACST,9.5,134,19.8,0, ,ML,4.5,Tennant Creek; NT
EHB,local,0,Preferred,1988,1,22,3,57,26.42,ACST,9.5,133.837,19.875,3,B,Mw,6.3,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,4,18,47.8,ACST,9.5,133.569,20.09,5,N,mb,5,Tennant Creek; NT
USGS,local,0,Preferred,1988,1,22,4,47,22.2,ACST,9.5,133.73,19.941,5,G,mb,4.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,4,55,3.1,ACST,9.5,134,19.8,0, ,ML,4.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,5,14,40.1,ACST,9.5,134,19.8,0, ,ML,3.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,5,27,15.1,ACST,9.5,134,19.8,0, ,ML,4.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,5,39,6.8,ACST,9.5,134,19.8,0, ,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,5,42,8.3,ACST,9.5,134,19.8,0, ,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,5,43,22.1,ACST,9.5,134,19.8,0, ,ML,4.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,5,51,27.2,ACST,9.5,134,19.8,0, ,ML,3.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,5,54,7.2,ACST,9.5,134,19.8,0, ,ML,3.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,6,5,4.3,ACST,9.5,134,19.8,0, ,ML,3.3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,6,10,59.1,ACST,9.5,134,19.8,0, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,6,13,7.5,ACST,9.5,134,19.8,0, ,ML,3.9,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,6,21,24.5,ACST,9.5,134,19.8,0, ,ML,2.9,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,6,28,38.2,ACST,9.5,134,19.8,0, ,ML,3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,6,34,10.7,ACST,9.5,134,19.8,0, ,ML,3.2,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,7,3,27,ACST,9.5,133.94,19.67,5,,ML,4.3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,7,11,0.6,ACST,9.5,134,19.8,0, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,7,41,19.4,ACST,9.5,134,19.8,0, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,7,49,56.3,ACST,9.5,134,19.8,0, ,ML,3.3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,7,54,11.1,ACST,9.5,134,19.8,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,8,18,48.8,ACST,9.5,134,19.8,0, ,ML,3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,8,26,38.4,ACST,9.5,134,19.8,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,8,33,20.9,ACST,9.5,134,19.8,0, ,ML,2.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,8,45,36.1,ACST,9.5,134,19.8,0, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,8,51,24.2,ACST,9.5,134,19.8,0, ,ML,3.3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,9,4,49.8,ACST,9.5,134,19.8,0, ,ML,3.6,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,9,20,18,ACST,9.5,133.73,19.81,5,,ML,4.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,9,29,52.3,ACST,9.5,134,19.8,0, ,ML,3.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,9,38,4.9,ACST,9.5,134,19.8,0, ,ML,2.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,9,55,13.5,ACST,9.5,134,19.8,0, ,ML,3.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,10,0,28.1,ACST,9.5,134,19.8,0, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,10,9,31.5,ACST,9.5,134,19.8,0, ,ML,4.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,10,47,7,ACST,9.5,134,19.8,0, ,ML,2.9,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,10,53,44.2,ACST,9.5,134,19.8,0, ,ML,4,Tennant Creek; NT
EHB,local,2,Preferred,1988,1,22,12,4,59.2,ACST,9.5,133.854,19.896,5,B,Mw,6.6,45 km SW of Tennant Creek; NT
EHB,local,0,Preferred,1988,1,22,12,39,37.26,ACST,9.5,133.788,19.971,15.5,C,mb,4.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,12,51,17.6,ACST,9.5,134,19.8,0, ,ML,4.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,12,56,31.2,ACST,9.5,134,19.8,0, ,ML,4.7,Tennant Creek; NT
USGS,local,0,Preferred,1988,1,22,13,1,36.9,ACST,9.5,133.683,20.278,5,G,mb,4.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,13,9,15.9,ACST,9.5,134,19.8,0, ,ML,3.9,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,13,17,19.1,ACST,9.5,134.056,19.929,10,N,mb,4.9,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,13,27,3.7,ACST,9.5,134,19.8,0, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,13,30,25.6,ACST,9.5,134,19.8,0, ,ML,3.4,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,13,31,40.3,ACST,9.5,133.8,18.92,5,N,ML,4.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,13,44,48,ACST,9.5,134,19.8,0, ,ML,4.1,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,13,46,56,ACST,9.5,133.58,20.28,5,,mb,4.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,13,55,54.4,ACST,9.5,134,19.8,0, ,ML,3.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,14,4,57.6,ACST,9.5,134,19.8,0, ,ML,4.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,14,10,54.5,ACST,9.5,134,19.8,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,14,18,32.2,ACST,9.5,134,19.8,0, ,ML,3.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,14,27,19.8,ACST,9.5,134,19.8,0, ,ML,3.7,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,14,29,12.9,ACST,9.5,134,19.8,0, ,ML,4.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,14,32,56.7,ACST,9.5,134,19.8,0, ,ML,4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,14,54,37.7,ACST,9.5,134,19.8,0, ,ML,3.9,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,15,1,9.3,ACST,9.5,133.982,19.772,5,N,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,6,12.6,ACST,9.5,134,19.8,0, ,ML,4.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,15,18.2,ACST,9.5,134,19.8,0, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,30,38.2,ACST,9.5,134,19.8,0, ,ML,3.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,31,40.2,ACST,9.5,134,19.8,0, ,ML,4.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,46,2,ACST,9.5,134,19.8,0, ,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,53,1,ACST,9.5,134,19.8,0, ,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,54,30,ACST,9.5,134,19.8,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,15,55,30,ACST,9.5,134,19.8,0, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,16,8,0.8,ACST,9.5,134,19.8,0, ,ML,4.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,16,18,19.2,ACST,9.5,134,19.8,0, ,ML,3.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,16,21,49.9,ACST,9.5,134,19.8,0, ,ML,3.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,16,31,12.6,ACST,9.5,134,19.8,0, ,ML,4.1,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,16,48,41.6,ACST,9.5,134.091,19.846,0, ,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,16,51,2.4,ACST,9.5,134,19.8,0, ,ML,4.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,17,18,27.1,ACST,9.5,134,19.8,0, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,17,33,44.2,ACST,9.5,134,19.8,0, ,ML,3.3,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,17,37,17.1,ACST,9.5,134,19.8,0, ,ML,4.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,17,46,26.9,ACST,9.5,134.128,19.885,5, ,ML,3.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,17,51,40.4,ACST,9.5,134.052,19.881,5, ,ML,2.8,Tennant Creek; NT
ISC,local,0,Preferred,1988,1,22,18,2,28,ACST,9.5,134,19.68,5,,ML,3.6,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,18,22,11.8,ACST,9.5,134.025,19.84,5, ,ML,3.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,18,30,39.5,ACST,9.5,133.956,19.816,3, ,ML,3.9,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,18,42,23.8,ACST,9.5,134.169,19.876,0, ,ML,3.4,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,18,53,56.2,ACST,9.5,133.979,19.831,4, ,ML,3.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,19,2,48.2,ACST,9.5,133.981,19.854,4, ,ML,2.8,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,19,9,56,ACST,9.5,134.108,19.874,0, ,ML,3.2,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,19,14,37.9,ACST,9.5,134.051,19.847,12, ,ML,3.5,Tennant Creek; NT
BMR,local,0,Preferred,1988,1,22,19,20,10.2,ACST,9.5,133.966,19.841,4, ,ML,3.6,Tennant Creek; NT
