eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,magnitudeType,Agency,flag,mx_origML,mx_origType,mx_revML,pref_mw
185808211745,1858,8,21,17,45,0,139.0,-34.567,8.0,3.2,MP,ADE,1,3.2,MP,3.04,3.24
185808220930,1858,8,22,09,30,0,139.0,-34.567,8.0,3.2,MP,ADE,1,3.2,MP,3.04,3.24
185808231430,1858,8,23,14,30,0,139.0,-34.567,8.0,2.7,MP,ADE,1,2.7,MP,2.62,2.94
185906120830,1859,6,12,08,30,0,140.783,-37.833,9.0,3.9,MP,ADE,0,3.9,MP,3.63,3.69
185911211850,1859,11,21,18,50,0,145.2,-40.7,10.0,5.4,MP,Leiba,0,5.4,MP,4.89,4.74
186212142055,1862,12,14,20,55,0,138.7,-34.067,8.0,4.2,MP,ADE,0,4.2,MP,3.88,3.89
186608241245,1866,8,24,12,45,0,138.867,-34.883,7.0,4.1,MP,ADE,0,4.1,MP,3.8,3.82
186612022020,1866,12,2,20,20,0,139.133,-33.367,8.0,3.3,MP,ADE,0,3.3,MP,3.13,3.3
186806181358,1868,6,18,13,58,0,151.6,-32.8,10.0,5.3,MP,KMcC,0,5.3,MP,4.81,4.67
186810280345,1868,10,28,03,45,0,138.7,-33.58,7.0,4.3,MP,ADE,0,4.3,MP,3.97,3.96
186810281944,1868,10,28,19,44,0,138.7,-33.58,7.0,3.5,MP,ADE,1,3.5,MP,3.29,3.43
186811010740,1868,11,1,07,40,0,138.7,-33.58,7.0,2.7,MP,ADE,1,2.7,MP,2.62,2.94
186908291850,1869,8,29,18,50,0,147.0,-37.0,10.0,5.0,MP,Underwood,0,5.0,MP,4.55,4.45
186908301035,1869,8,30,10,35,0,147.0,-37.0,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
187101110745,1871,1,11,07,45,0,138.833,-33.783,10.0,3.9,MP,ADE,0,3.9,MP,3.63,3.69
187101121155,1871,1,12,11,55,0,139.0,-32.667,11.0,3.4,MP,ADE,0,3.4,MP,3.21,3.37
187106080410,1871,6,8,04,10,0,148.1,-35.3,10.0,5.3,ML,Spennemann,0,5.3,ML,4.81,4.67
187201031215,1872,1,3,12,15,0,148.1,-35.5,10.0,4.9,ML,Spennemann,0,4.9,ML,4.47,4.37
187201301340,1872,1,30,13,40,0,138.883,-34.067,9.0,4.8,MP,ADE,0,4.8,MP,4.39,4.3
187206080940,1872,6,8,09,40,0,138.95,-33.95,7.0,4.1,MP,ADE,0,4.1,MP,3.8,3.82
187208071910,1872,8,7,19,10,0,144.0,-37.0,,3.0,M?,KMcC,0,3.0,M?,2.87,3.12
187208121200,1872,8,12,12,00,0,152.0,-26.75,10.0,3.0,MP,BRS,0,3.0,MP,2.87,3.12
187210180853,1872,10,18,08,53,0,150.0,-33.7,10.0,5.3,MP,KMcC,0,5.3,MP,4.81,4.67
187304220600,1873,4,22,06,00,0,145.25,-38.5,10.0,3.5,M?,Gliddon,0,3.5,M?,3.29,3.43
187312150400,1873,12,15,04,00,0,127.5,-26.25,0.0,6.0,MP,E.T.,0,6.0,MP,5.4,5.2
187509162000,1875,9,16,20,00,0,152.5,-27.5,0.0,3.0,MP,BMR,0,3.0,MP,2.87,3.12
187511111050,1875,11,11,10,50,0,148.5,-22.0,0.0,4.3,MP,BRS,0,4.3,MP,3.97,3.96
187511241100,1875,11,24,11,00,0,152.0,-28.1,10.0,3.9,MP,BRS,0,3.9,MP,3.63,3.69
187603191530,1876,3,19,15,30,0,139.083,-34.517,7.0,3.7,MP,ADE,0,3.7,MP,3.46,3.56
187603220930,1876,3,22,09,30,0,139.083,-34.517,7.0,3.1,MP,ADE,1,3.1,MP,2.96,3.18
187603221315,1876,3,22,13,15,0,139.083,-34.517,7.0,3.5,MP,ADE,1,3.5,MP,3.29,3.43
187702262145,1877,2,26,21,45,0,152.8,-27.5,10.0,4.5,MP,BRS,0,4.5,MP,4.13,4.09
187708211630,1877,8,21,16,30,0,138.767,-35.017,7.0,2.7,MP,ADE,0,2.7,MP,2.62,2.94
187911300030,1879,11,30,00,30,0,138.55,-33.817,7.0,4.2,MP,ADE,0,4.2,MP,3.88,3.89
188001251130,1880,1,25,11,30,0,138.367,-33.617,9.0,3.3,MP,ADE,0,3.3,MP,3.13,3.3
188002030630,1880,2,3,06,30,0,146.4,-43.0,10.0,5.5,MP,Leiba,0,5.5,MP,4.97,4.82
188004280930,1880,4,28,09,30,0,139.25,-35.333,7.0,4.1,MP,ADE,0,4.1,MP,3.8,3.82
188007310700,1880,7,31,07,00,0,148.4,-31.0,10.0,3.2,MP,BRS,0,3.2,MP,3.04,3.24
188008101900,1880,8,10,19,00,0,151.9,-28.9,10.0,3.6,MP,BRS,0,3.6,MP,3.38,3.49
188010260100,1880,10,26,01,00,0,151.6,-31.0,10.0,3.2,MP,BRS,0,3.2,MP,3.04,3.24
188106071400,1881,6,7,14,00,0,145.25,-38.5,10.0,3.5,M?,Gliddon,0,3.5,M?,3.29,3.43
188203181630,1882,3,18,16,30,0,138.9,-35.267,7.0,3.0,MP,ADE,0,3.0,MP,2.87,3.12
188209180730,1882,9,18,07,30,0,138.63,-34.517,7.0,3.1,MP,ADE,0,3.1,MP,2.96,3.18
188210240000,1882,10,24,00,00,0,139.85,-36.83,10.0,3.1,MP,ADE,0,3.1,MP,2.96,3.18
188307071338,1883,7,7,13,38,0,138.7,-35.1,14.0,4.2,MP,ADE,1,4.2,MP,3.88,3.89
188307071343,1883,7,7,13,43,0,138.7,-35.1,14.0,3.1,MP,ADE,1,3.1,MP,2.96,3.18
188307071358,1883,7,7,13,58,0,138.7,-35.1,10.0,4.7,MP,ADE,0,4.7,MP,4.3,4.23
188308281655,1883,8,28,16,55,0,151.7,-25.5,10.0,5.9,MP,BRS,0,5.9,MP,5.31,5.12
188308281820,1883,8,28,18,20,0,151.7,-25.5,10.0,5.2,MP,BRS,1,5.2,MP,4.72,4.59
188312130000,1883,12,13,00,00,0,149.107,-39.96,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188402140017,1884,2,14,00,17,0,149.0,-40.0,10.0,3.0,MP,Underwood,1,3.0,MP,2.87,3.12
188402170525,1884,2,17,05,25,0,149.8,-40.3,,5.7,MP,Leiba,1,5.7,MP,5.14,4.97
188403050927,1884,3,5,09,27,0,149.5,-40.2,,5.6,MP,Leiba,1,5.6,MP,5.06,4.89
188403181220,1884,3,18,12,20,0,149.2,-40.1,10.0,3.0,MP,Underwood,1,3.0,MP,2.87,3.12
188403261356,1884,3,26,13,56,0,150.0,-37.0,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
188403271120,1884,3,27,11,20,0,149.1,-40.1,10.0,3.0,MP,Underwood,1,3.0,MP,2.87,3.12
188403281312,1884,3,28,13,12,0,148.9,-41.2,,5.9,MP,Leiba,1,5.9,MP,5.31,5.12
188405101230,1884,5,10,12,30,0,148.9,-41.2,,5.7,MP,Leiba,1,5.7,MP,5.14,4.97
188405102130,1884,5,10,21,30,0,148.9,-41.2,,5.9,MP,Leiba,1,5.9,MP,5.31,5.12
188405271022,1884,5,27,10,22,0,148.9,-41.2,,5.8,MP,Leiba,1,5.8,MP,5.23,5.04
188406091020,1884,6,9,10,20,0,149.1,-39.9,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188406171017,1884,6,17,10,17,0,148.8,-39.8,,5.8,MP,Leiba,1,5.8,MP,5.23,5.04
188406171036,1884,6,17,10,36,0,150.0,-37.0,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
188406222045,1884,6,22,20,45,0,149.5,-40.3,,5.8,MP,Leiba,1,5.8,MP,5.23,5.04
188407120330,1884,7,12,03,30,0,148.9,-41.2,,5.2,MP,Leiba,1,5.2,MP,4.72,4.59
188407130355,1884,7,13,03,55,0,148.5,-40.5,10.0,6.4,MP,Leiba,1,6.4,MP,5.73,5.52
188408030240,1884,8,3,02,40,0,148.9,-40.1,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188408071220,1884,8,7,12,20,0,148.9,-39.9,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188408140915,1884,8,14,09,15,0,148.95,-40.05,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188409151341,1884,9,15,13,41,0,138.833,-32.983,6.0,2.8,MP,ADE,0,2.8,MP,2.7,3.0
188409161150,1884,9,16,11,50,0,149.15,-40.05,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188409191027,1884,9,19,10,27,0,149.5,-40.8,,6.4,MP,Leiba,1,6.4,MP,5.73,5.52
188501051220,1885,1,5,12,20,0,114.0,-29.0,0.0,6.5,MP,BMR,0,6.5,MP,5.82,5.6
188501091735,1885,1,9,17,35,0,145.3,-38.2,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
188501210110,1885,1,21,01,10,0,149.1,-36.3,10.0,4.6,MP,BMR,0,4.6,MP,4.22,4.16
188501301505,1885,1,30,15,05,0,148.83,-39.81,10.0,6.0,MP,Underwood,1,6.0,MP,5.4,5.2
188502081505,1885,2,8,15,05,0,149.05,-39.9,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188502211000,1885,2,21,10,00,0,149.0,-39.8,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188502211815,1885,2,21,18,15,0,149.0,-40.2,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188502271200,1885,2,27,12,00,0,148.9,-39.9,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188503091320,1885,3,9,13,20,0,144.9,-37.8,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
188503151950,1885,3,15,19,50,0,148.99,-39.8,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188503152300,1885,3,15,23,00,0,148.99,-40.1,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188503160945,1885,3,16,09,45,0,149.12,-40.12,10.0,3.0,MP,MELOBS,1,3.0,MP,2.87,3.12
188503202303,1885,3,20,23,03,0,149.5,-40.5,,5.9,MP,Leiba,1,5.9,MP,5.31,5.12
188503220805,1885,3,22,08,05,0,148.9,-40.13,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188503221830,1885,3,22,18,30,0,149.0,-39.82,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188503260850,1885,3,26,08,50,0,148.8,-40.0,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188503301125,1885,3,30,11,25,0,148.826,-40.015,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188505041100,1885,5,4,11,00,0,149.18,-39.887,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188505041250,1885,5,4,12,50,0,149.076,-39.828,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188505072000,1885,5,7,20,00,0,115.0,-29.0,0.0,4.0,ML,E&T,1,4.0,ML,3.71,3.75
188505111320,1885,5,11,13,20,0,149.045,-40.012,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188505122337,1885,5,12,23,37,0,148.9,-39.9,10.0,6.8,MP,Leiba,1,6.8,MP,6.07,5.84
188505270720,1885,5,27,07,20,0,149.161,-39.802,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188505310756,1885,5,31,07,56,0,149.136,-40.139,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188505311245,1885,5,31,12,45,0,149.059,-39.853,10.0,5.5,MP,Underwood,1,5.5,MP,4.97,4.82
188507021603,1885,7,2,16,03,0,146.0,-39.0,,5.7,MP,Leiba,1,5.7,MP,5.14,4.97
188507031457,1885,7,3,14,57,0,145.0,-37.8,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
188507162215,1885,7,16,22,15,0,149.0,-40.0,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188508010500,1885,8,1,05,00,0,148.924,-39.996,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188508011518,1885,8,1,15,18,0,148.926,-39.9,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188508191832,1885,8,19,18,32,0,148.934,-40.12,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188509110913,1885,9,11,09,13,0,148.8,-39.8,,5.6,MP,Leiba,1,5.6,MP,5.06,4.89
188509121645,1885,9,12,16,45,0,148.7,-40.0,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188510072356,1885,10,7,23,56,0,147.0,-37.0,10.0,4.5,MP,Underwood,0,4.5,MP,4.13,4.09
188510270000,1885,10,27,00,00,0,147.6,-37.1,10.0,3.0,MP,MELOBS,0,3.0,MP,2.87,3.12
188511010452,1885,11,1,04,52,0,149.0,-39.7,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188601031256,1886,1,3,12,56,0,148.819,-39.553,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188603080415,1886,3,8,04,15,0,149.016,-39.868,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188603090000,1886,3,9,00,00,0,144.9,-37.8,10.0,3.0,MP,MELOBS,0,3.0,MP,2.87,3.12
188606010545,1886,6,1,05,45,0,138.717,-35.117,7.0,3.5,MP,ADE,0,3.5,MP,3.29,3.43
188607110645,1886,7,11,06,45,0,138.617,-33.5,11.0,3.8,MP,ADE,0,3.8,MP,3.55,3.62
188607141637,1886,7,14,16,37,0,147.0,-37.0,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
188608021115,1886,8,2,11,15,0,148.973,-40.033,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188609072230,1886,9,7,22,30,0,149.15,-41.25,,5.4,MP,Leiba,1,5.4,MP,4.89,4.74
188609281845,1886,9,28,18,45,0,138.9,-34.25,10.0,4.5,MP,KMcC,0,4.5,MP,4.13,4.09
188611262255,1886,11,26,22,55,0,148.9,-41.1,,5.7,MP,Leiba,1,5.7,MP,5.14,4.97
188611291700,1886,11,29,17,00,0,148.8,-34.75,10.0,5.5,MP,BMR,0,5.5,MP,4.97,4.82
188612020843,1886,12,2,08,43,0,143.5,-39.0,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
188701081030,1887,1,8,10,30,0,138.0,-32.45,10.0,5.2,MP,ADE,0,5.2,MP,4.72,4.59
188703081327,1887,3,8,13,27,0,148.974,-40.052,10.0,4.0,MP,Underwood,1,4.0,MP,3.71,3.75
188704161310,1887,4,16,13,10,0,139.0,-33.5,10.0,4.4,MP,ADE,0,4.4,MP,4.05,4.02
188704162210,1887,4,16,22,10,0,135.8,-34.3,14.0,5.7,MP,ADE,0,5.7,MP,5.14,4.97
188707280655,1887,7,28,06,55,0,147.0,-31.3,10.0,4.0,ML,BRS,0,4.0,ML,3.71,3.75
188708012019,1887,8,1,20,19,0,143.8,-39.0,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
188708070410,1887,8,7,04,10,0,138.45,-32.533,8.0,4.0,MP,ADE,0,4.0,MP,3.71,3.75
188711091633,1887,11,9,16,33,0,148.982,-40.188,10.0,4.5,MP,Underwood,1,4.5,MP,4.13,4.09
188807052015,1888,7,5,20,15,0,149.1,-34.8,10.0,5.3,MP,KMcC,0,5.3,MP,4.81,4.67
188808221500,1888,8,22,15,00,0,149.0,-29.0,10.0,3.2,MP,BRS,0,3.2,MP,3.04,3.24
188902120645,1889,2,12,06,45,0,139.0,-34.0,0.0,4.6,MP,ADE,0,4.6,MP,4.22,4.16
188903111250,1889,3,11,12,50,0,137.75,-34.1,8.0,4.1,MP,ADE,0,4.1,MP,3.8,3.82
188907290840,1889,7,29,08,40,0,148.847,-40.227,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
188910271016,1889,10,27,10,16,0,147.5,-37.0,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189007232130,1890,7,23,21,30,0,138.7,-32.85,8.0,4.2,MP,ADE,0,4.2,MP,3.88,3.89
189101050334,1891,1,5,03,34,0,151.1,-25.4,10.0,3.8,MP,BRS,0,3.8,MP,3.55,3.62
189106070424,1891,6,7,04,24,0,144.9,-38.2,10.0,4.5,MP,Underwood,0,4.5,MP,4.13,4.09
189106080408,1891,6,8,04,08,0,145.0,-37.8,10.0,3.0,MP,Underwood,1,3.0,MP,2.87,3.12
189107051020,1891,7,5,10,20,0,142.3,-38.3,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189107080550,1891,7,8,05,50,0,146.4,-37.9,10.0,4.5,MP,GG,0,4.5,MP,4.13,4.09
189107080940,1891,7,8,09,40,0,146.4,-37.9,10.0,3.0,MP,GG,1,3.0,MP,2.87,3.12
189108290916,1891,8,29,09,16,0,138.367,-31.917,10.0,4.4,MP,ADE,0,4.4,MP,4.05,4.02
189110200620,1891,10,20,06,20,0,145.5,-38.5,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189201261648,1892,1,26,16,48,0,149.5,-40.4,10.0,6.9,MP,Leiba,0,6.9,MP,6.15,5.93
189201261655,1892,1,26,16,55,0,149.221,-40.097,10.0,5.0,MP,Underwood,1,5.0,MP,4.55,4.45
189212230000,1892,12,23,00,00,0,145.1,-38.2,10.0,3.0,MP,MELOBS,0,3.0,MP,2.87,3.12
189305201637,1893,5,20,16,37,0,146.7,-38.9,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189307211815,1893,7,21,18,15,0,147.5,-37.0,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189307221535,1893,7,22,15,35,0,144.0,-37.0,10.0,3.5,MP,Underwood,0,3.5,MP,3.29,3.43
189307221555,1893,7,22,15,55,0,144.0,-37.0,10.0,2.5,MP,Underwood,1,2.5,MP,2.45,2.82
189307221620,1893,7,22,16,20,0,144.0,-37.0,10.0,2.5,MP,Underwood,1,2.5,MP,2.45,2.82
189308130210,1893,8,13,02,10,0,138.97,-34.38,10.0,3.6,MP,Malpas,0,3.6,MP,3.38,3.49
189310091243,1893,10,9,12,43,0,145.1,-37.0,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189312231436,1893,12,23,14,36,0,145.1,-38.4,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
189407112240,1894,7,11,22,40,0,147.1,-37.4,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189407161245,1894,7,16,12,45,0,143.5,-18.3,0.0,4.0,ML,Rynn,0,4.0,ML,3.71,3.75
189408071258,1894,8,7,12,58,0,138.917,-34.167,7.0,3.3,MP,ADE,0,3.3,MP,3.13,3.3
189411220315,1894,11,22,03,15,0,149.5,-38.0,10.0,3.5,MP,Underwood,0,3.5,MP,3.29,3.43
189412100820,1894,12,10,08,20,0,147.5,-37.0,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189505081050,1895,5,8,10,50,0,143.5,-39.0,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189602011630,1896,2,1,16,30,0,145.2,-38.2,5.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189602271058,1896,2,27,10,58,0,146.5,-16.8,25.0,4.2,MP,BRS,1,4.2,MP,3.88,3.89
189602271100,1896,2,27,11,00,0,146.5,-16.8,25.0,4.2,MP,BRS,0,4.2,MP,3.88,3.89
189603280730,1896,3,28,07,30,0,145.5,-38.0,5.0,2.5,MP,Underwood,0,2.5,MP,2.45,2.82
189605040555,1896,5,4,05,55,0,139.85,-36.83,10.0,4.2,MP,ADE,0,4.2,MP,3.88,3.89
189605091034,1896,5,9,10,34,0,145.9,-38.1,5.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189605172000,1896,5,17,20,00,0,141.6,-37.2,,3.0,MP,McArdle,0,3.0,MP,2.87,3.12
189605300000,1896,5,30,00,00,0,146.3,-38.4,10.0,2.5,MP,Underwood,0,2.5,MP,2.45,2.82
189608131130,1896,8,13,11,30,0,147.0,-37.0,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
189608220256,1896,8,22,02,56,0,138.917,-33.75,0.0,4.3,MP,ADE,0,4.3,MP,3.97,3.96
189608220630,1896,8,22,06,30,0,138.917,-33.75,0.0,4.0,MP,ADE,1,4.0,MP,3.71,3.75
189608231130,1896,8,23,11,30,0,138.917,-33.75,0.0,4.2,MP,ADE,1,4.2,MP,3.88,3.89
189703291155,1897,3,29,11,55,0,144.0,-35.7,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
189704090000,1897,4,9,00,00,0,140.67,-38.07,10.0,3.6,MP,ADE,0,3.6,MP,3.38,3.49
189704111435,1897,4,11,14,35,0,140.37,-37.9,10.0,3.6,MP,ADE,1,3.6,MP,3.38,3.49
189705100526,1897,5,10,05,26,0,139.75,-37.3,14.0,6.5,MP,KMcC,0,6.5,MP,5.82,5.6
189705100755,1897,5,10,07,55,0,139.75,-37.3,0.0,4.0,MP,ADE,1,4.0,MP,3.71,3.75
189706031400,1897,6,3,14,00,0,141.5,-37.1,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189706120000,1897,6,12,00,00,0,150.4,-34.5,,3.5,MP,McArdle,0,3.5,MP,3.29,3.43
189706151900,1897,6,15,19,00,0,151.1,-24.9,10.0,3.2,MP,Qld Met,0,3.2,MP,3.04,3.24
189706251025,1897,6,25,10,25,0,139.75,-37.17,10.0,2.8,MP,ADE,1,2.8,MP,2.7,3.0
189706291830,1897,6,29,18,30,0,139.85,-36.83,10.0,4.4,MP,ADE,1,4.4,MP,4.05,4.02
189709261900,1897,9,26,19,00,0,147.5,-37.1,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189801280820,1898,1,28,08,20,0,139.033,-34.417,8.0,3.6,MP,ADE,0,3.6,MP,3.38,3.49
189801291120,1898,1,29,11,20,0,145.5,-37.2,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189802050140,1898,2,5,01,40,0,145.7,-37.7,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189804102110,1898,4,10,21,10,0,139.75,-37.3,10.0,4.9,MP,ADE,1,4.9,MP,4.47,4.37
189809060415,1898,9,6,04,15,0,145.7,-37.4,10.0,4.0,MP,Underwood,0,4.0,MP,3.71,3.75
189811182120,1898,11,18,21,20,0,139.85,-36.83,10.0,3.8,MP,ADE,1,3.8,MP,3.55,3.62
189811220140,1898,11,22,01,40,0,146.1,-37.1,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189812200535,1898,12,20,05,35,0,144.5,-36.6,5.0,3.5,MP,Underwood,0,3.5,MP,3.29,3.43
189902050310,1899,2,5,03,10,0,144.9,-38.5,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189904120025,1899,4,12,00,25,0,142.8,-37.1,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189905020330,1899,5,2,03,30,0,139.75,-37.3,0.0,5.3,MP,ADE,1,5.3,MP,4.81,4.67
189905210000,1899,5,21,00,00,0,145.5,-38.1,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189906072130,1899,6,7,21,30,0,144.3,-37.6,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189906080535,1899,6,8,05,35,0,144.3,-37.6,5.0,2.5,MP,Underwood,0,2.5,MP,2.45,2.82
189906211853,1899,6,21,18,53,0,145.6,-37.2,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
189908102130,1899,8,10,21,30,0,139.85,-36.83,10.0,2.8,MP,ADE,1,2.8,MP,2.7,3.0
189908131142,1899,8,13,11,42,0,139.85,-36.83,10.0,3.3,MP,ADE,1,3.3,MP,3.13,3.3
189911230715,1899,11,23,07,15,0,144.75,-38.1,10.0,3.5,MP,GG,0,3.5,MP,3.29,3.43
189912011255,1899,12,1,12,55,0,145.0,-35.0,10.0,5.0,MP,Underwood,0,5.0,MP,4.55,4.45
190003111730,1900,3,11,17,30,0,142.5,-38.4,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
190005260000,1900,5,26,00,00,0,146.05,-37.05,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
190005270225,1900,5,27,02,25,0,145.9,-38.2,10.0,4.5,MP,GG,0,4.5,MP,4.13,4.09
190006051000,1900,6,5,10,00,0,144.17,-37.88,10.0,3.5,MP,Underwood,0,3.5,MP,3.29,3.43
190009040910,1900,9,4,09,10,0,146.15,-37.3,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
190009161500,1900,9,16,15,00,0,142.5,-38.4,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
190010080448,1900,10,8,04,48,0,146.58,-36.67,10.0,3.5,MP,Underwood,0,3.5,MP,3.29,3.43
190106152205,1901,6,15,22,05,0,143.1,-38.7,10.0,3.0,MP,Underwood,0,3.0,MP,2.87,3.12
190111181600,1901,11,18,16,00,0,146.4,-38.0,10.0,2.5,MP,Underwood,1,2.5,MP,2.45,2.82
190111191540,1901,11,19,15,40,0,146.4,-38.0,10.0,4.0,MP,GG,0,4.0,MP,3.71,3.75
190201210000,1902,1,21,00,00,0,143.7,-38.7,,3.0,MP,MELOBS,0,3.0,MP,2.87,3.12
190203081030,1902,3,8,10,30,0,144.2,-37.0,10.0,3.5,MP,GG,0,3.5,MP,3.29,3.43
