Port_Hedland,       5.3,     -20.3,     118.5,0.000548371448,       N/A
Port_Lincoln,       5.7,     -34.7,     135.9,0.000402607185935,       N/A
Port_Macquarie,       5.7,     -31.5,     152.9,0.00046261285792,       N/A
Port_Pirie,       5.3,     -33.1,     138.1,0.000385980690049999,       N/A
      Robe,       5.7,     -37.1,     139.9,0.0003056516726294,       N/A
Rockhampton,       5.3,     -23.3,     150.5,0.000473100903619999,       N/A
Shepparton,       6.1,     -36.3,     145.5,0.0004002148918066,11.16863247780561
    Sydney,       6.1,     -33.9,     151.1,0.00027800169861,11.16863247780561
  Tamworth,       5.7,     -31.1,     150.9,0.000400839263744999,       N/A
     Taree,       5.5,     -31.9,     152.5,0.000311910005799999,       N/A
Tennant_Creek,       5.3,     -19.7,     134.3,0.000339037555960000,       N/A
 Toowoomba,       5.1,     -27.5,     152.1,0.000209682881517,       N/A
Townsville,       5.5,     -19.3,     146.7,0.000321360387438999,       N/A
Tweed_Heads,       5.5,     -28.1,     153.5,0.00027687802778567,       N/A
     Uluru,       6.1,     -25.3,     131.1,0.0004051113965624,11.16863247780561
Wagga_Wagga,       4.7,     -35.1,     147.3,0.0001194551301,       N/A
Wangaratta,       5.9,     -36.5,     146.5,0.000290628645827,       N/A
Warrnambool,       5.7,     -38.3,     142.3,0.00025775567869858,       N/A
   Whyalla,       6.1,     -33.1,     137.3,0.00046823069675974,11.16863247780561
  Wickepin,       4.7,     -32.7,     117.5,0.000423059000000000,       N/A
  Wivenhoe,       5.9,     -27.3,     152.7,0.0003154444795738,       N/A
Wollongong,       5.1,     -34.3,     150.9,0.000218031860000000,       N/A
Wongan_Hills,       5.3,     -30.9,     116.7,0.000440971353000000,       N/A
   Woomera,       5.3,     -31.3,     136.9,0.000184621544770000,       N/A
   Wyndham,       5.9,     -15.5,     128.1,0.000402722091217975,       N/A
      York,       5.7,     -31.9,     116.7,0.000565176893080000,       N/A
    Yulara,       5.9,     -25.3,     130.9,0.000411269143885000,       N/A
   Bunbury,       5.9,     -33.3,     115.7,0.000292031475893199,       N/A
    Gawler,       5.7,     -34.3,     138.5,0.000288496735757,       N/A
    Hawker,       5.9,     -31.9,     138.3,0.00056185778858,       N/A
     Kimba,       5.5,     -33.1,     136.5,0.0005070948661424,       N/A
  Pakenham,       6.3,     -38.1,     145.5,0.0003482356783973,14.723125024327194
 Frankston,       5.7,     -38.1,     145.1,0.000349055210390000,       N/A
 Leongatha,       6.3,     -38.5,     145.9,0.000256637369279999,14.723125024327194
      Sale,       6.5,     -38.1,     147.1,0.000235675120747000,19.408858775927794
  Warragul,       6.1,     -38.1,     145.9,0.000148544536830000,11.16863247780561
   Exmouth,       5.7,     -21.9,     114.1,0.000381457778569000,       N/A
    Denham,       5.1,     -25.9,     113.5,0.000184576259,       N/A
    Newman,       5.5,     -23.3,     119.7,0.00017678907695,       N/A
 Kununurra,       6.1,     -15.7,     128.7,0.000377087330704999,11.16863247780561
 Busselton,       5.5,     -33.7,     115.3,0.00026585824236,       N/A
Margaret_River,       5.1,     -33.9,     115.1,0.0002148075299256,       N/A
Coolgardie,       5.3,     -30.9,     121.3,0.000332796414079999,       N/A
Quairading,       4.7,     -32.1,     117.3,0.000384581600000000,       N/A
 Jamestown,       6.3,     -33.3,     138.7,0.000321331140331,14.723125024327194
Peterborough,       4.9,     -32.9,     138.9,0.000231837283899999,       N/A
Leigh_Creek,       4.9,     -30.5,     138.5,0.000168881078,       N/A
  Heyfield,       6.1,     -38.1,     146.9,0.0001839061765,11.16863247780561
